DFHG urns, CITE urns
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.erotica.e_libris_incertis:42,urn:cite:lofts:fhg.clearchus_solensis:42
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.platonis_laudatio:43,urn:cite:lofts:fhg.clearchus_solensis:43
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.platonis_laudatio:43,urn:cite:lofts:fhg.clearchus_solensis:43
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_iis_quae_in_platonis_rep_ex_ratione_mathematica_dicta_sunt:44,urn:cite:lofts:fhg.clearchus_solensis:44
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.arcesilaus:44.a,urn:cite:lofts:fhg.clearchus_solensis:44.a
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.arcesilaus:44.b,urn:cite:lofts:fhg.clearchus_solensis:44.b
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.arcesilaus:44.c,urn:cite:lofts:fhg.clearchus_solensis:44.c
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.arcesilaus:44.c,urn:cite:lofts:fhg.clearchus_solensis:44.c
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.arcesilaus:44.c,urn:cite:lofts:fhg.clearchus_solensis:44.c
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.arcesilaus:44.c,urn:cite:lofts:fhg.clearchus_solensis:44.c
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libro_primo:45,urn:cite:lofts:fhg.clearchus_solensis:45
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libro_primo:46,urn:cite:lofts:fhg.clearchus_solensis:46
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libro_secundo:47,urn:cite:lofts:fhg.clearchus_solensis:47
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libro_secundo:48,urn:cite:lofts:fhg.clearchus_solensis:48
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libro_secundo:48,urn:cite:lofts:fhg.clearchus_solensis:48
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libris_incertis:49,urn:cite:lofts:fhg.clearchus_solensis:49
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libris_incertis:50,urn:cite:lofts:fhg.clearchus_solensis:50
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libris_incertis:51,urn:cite:lofts:fhg.clearchus_solensis:51
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libris_incertis:52,urn:cite:lofts:fhg.clearchus_solensis:52
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libris_incertis:53,urn:cite:lofts:fhg.clearchus_solensis:53
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libris_incertis:54,urn:cite:lofts:fhg.clearchus_solensis:54
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libris_incertis:55,urn:cite:lofts:fhg.clearchus_solensis:55
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libris_incertis:56,urn:cite:lofts:fhg.clearchus_solensis:56
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libris_incertis:56,urn:cite:lofts:fhg.clearchus_solensis:56
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libris_incertis:57,urn:cite:lofts:fhg.clearchus_solensis:57
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libris_incertis:58,urn:cite:lofts:fhg.clearchus_solensis:58
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libris_incertis:59,urn:cite:lofts:fhg.clearchus_solensis:59
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_proverbiis.e_libris_incertis:60,urn:cite:lofts:fhg.clearchus_solensis:60
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_griphis.e_libro_primo:61,urn:cite:lofts:fhg.clearchus_solensis:61
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_griphis.e_libro_primo:62,urn:cite:lofts:fhg.clearchus_solensis:62
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_griphis.e_libro_primo:63,urn:cite:lofts:fhg.clearchus_solensis:63
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_griphis.e_libro_primo:63,urn:cite:lofts:fhg.clearchus_solensis:63
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_griphis.e_libro_primo:64,urn:cite:lofts:fhg.clearchus_solensis:64
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_griphis.e_libro_primo:65,urn:cite:lofts:fhg.clearchus_solensis:65
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_griphis.e_libro_primo:66,urn:cite:lofts:fhg.clearchus_solensis:66
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_griphis.e_libro_primo:67,urn:cite:lofts:fhg.clearchus_solensis:67
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_griphis.e_libro_primo:68,urn:cite:lofts:fhg.clearchus_solensis:68
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_somno.e_libro_primo:69,urn:cite:lofts:fhg.clearchus_solensis:69
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_torpedine:70,urn:cite:lofts:fhg.clearchus_solensis:70
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_panico:71,urn:cite:lofts:fhg.clearchus_solensis:71
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_sceletis.e_libro_secundo:72,urn:cite:lofts:fhg.clearchus_solensis:72
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_sceletis.e_libro_secundo:72,urn:cite:lofts:fhg.clearchus_solensis:72
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_sceletis.e_libro_secundo:72,urn:cite:lofts:fhg.clearchus_solensis:72
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_sceletis.e_libro_secundo:72,urn:cite:lofts:fhg.clearchus_solensis:72
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_sceletis.e_libro_secundo:72,urn:cite:lofts:fhg.clearchus_solensis:72
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_aquatilibus:73,urn:cite:lofts:fhg.clearchus_solensis:73
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_arenosis_desertis:74,urn:cite:lofts:fhg.clearchus_solensis:74
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_ovis:74.a,urn:cite:lofts:fhg.clearchus_solensis:74.a
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.ars_tactica:75,urn:cite:lofts:fhg.clearchus_solensis:75
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.ars_tactica:75,urn:cite:lofts:fhg.clearchus_solensis:75
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.ex_operibus_quorum_titulus_non_traditur:76,urn:cite:lofts:fhg.clearchus_solensis:76
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.ex_operibus_quorum_titulus_non_traditur:77,urn:cite:lofts:fhg.clearchus_solensis:77
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.ex_operibus_quorum_titulus_non_traditur:78,urn:cite:lofts:fhg.clearchus_solensis:78
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.ex_operibus_quorum_titulus_non_traditur:79,urn:cite:lofts:fhg.clearchus_solensis:79
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.ex_operibus_quorum_titulus_non_traditur:80,urn:cite:lofts:fhg.clearchus_solensis:80
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.ex_operibus_quorum_titulus_non_traditur:81,urn:cite:lofts:fhg.clearchus_solensis:81
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.ex_operibus_quorum_titulus_non_traditur:82,urn:cite:lofts:fhg.clearchus_solensis:82
urn:lofts:fhg.leo_byzantius.leonis_byzantii_fragmenta.de_philippi_contra_byzantios_bello:1,urn:cite:lofts:fhg.leo_byzantius:1
urn:lofts:fhg.leo_byzantius.leonis_byzantii_fragmenta.boeotica:2,urn:cite:lofts:fhg.leo_byzantius:2
urn:lofts:fhg.leo_byzantius.leonis_byzantii_fragmenta.de_fluviis.e_libro_tertio:3,urn:cite:lofts:fhg.leo_byzantius:3
urn:lofts:fhg.leo_byzantius.leonis_byzantii_fragmenta.periplus:4,urn:cite:lofts:fhg.leo_byzantius:4
urn:lofts:fhg.leo_byzantius.leonis_byzantii_fragmenta.periplus:5,urn:cite:lofts:fhg.leo_byzantius:5
urn:lofts:fhg.leo_alabandensis.leonis_alabandensis_fragmenta:1,urn:cite:lofts:fhg.leo_alabandensis:1
urn:lofts:fhg.leo_pellaeus.leonis_pellaei_fragmenta.de_diis_aegyptiis.e_libro_primo:1,urn:cite:lofts:fhg.leo_pellaeus:1
urn:lofts:fhg.leo_pellaeus.leonis_pellaei_fragmenta.de_diis_aegyptiis.e_libro_primo:2,urn:cite:lofts:fhg.leo_pellaeus:2
urn:lofts:fhg.leo_pellaeus.leonis_pellaei_fragmenta.de_diis_aegyptiis.e_libro_primo:3,urn:cite:lofts:fhg.leo_pellaeus:3
urn:lofts:fhg.leo_pellaeus.leonis_pellaei_fragmenta.de_diis_aegyptiis.e_libro_primo:4,urn:cite:lofts:fhg.leo_pellaeus:4
urn:lofts:fhg.leo_pellaeus.leonis_pellaei_fragmenta.de_diis_aegyptiis.e_libro_primo:5,urn:cite:lofts:fhg.leo_pellaeus:5
urn:lofts:fhg.leo_pellaeus.leonis_pellaei_fragmenta.de_diis_aegyptiis.e_libro_primo:6,urn:cite:lofts:fhg.leo_pellaeus:6
urn:lofts:fhg.clytus_milesius.clyti_milesii_fragmenta.de_mileto.e_libro_primo:1,urn:cite:lofts:fhg.clytus_milesius:1
urn:lofts:fhg.clytus_milesius.clyti_milesii_fragmenta.de_mileto.e_libris_incertis:2,urn:cite:lofts:fhg.clytus_milesius:2
urn:lofts:fhg.clytus_milesius.clyti_milesii_fragmenta.de_mileto.e_libris_incertis:3,urn:cite:lofts:fhg.clytus_milesius:3
urn:lofts:fhg.maeandrius_milesius.maeandrii_milesii_fragmenta.milesiaca.e_libro_secundo:1,urn:cite:lofts:fhg.maeandrius_milesius:1
urn:lofts:fhg.maeandrius_milesius.maeandrii_milesii_fragmenta.milesiaca.e_libro_secundo:2,urn:cite:lofts:fhg.maeandrius_milesius:2
urn:lofts:fhg.maeandrius_milesius.maeandrii_milesii_fragmenta.milesiaca.e_libro_secundo:3,urn:cite:lofts:fhg.maeandrius_milesius:3
urn:lofts:fhg.maeandrius_milesius.maeandrii_milesii_fragmenta.milesiaca.e_libro_secundo:4,urn:cite:lofts:fhg.maeandrius_milesius:4
urn:lofts:fhg.maeandrius_milesius.maeandrii_milesii_fragmenta.milesiaca.e_libro_secundo:5,urn:cite:lofts:fhg.maeandrius_milesius:5
urn:lofts:fhg.maeandrius_milesius.maeandrii_milesii_fragmenta.milesiaca.e_libro_secundo:6,urn:cite:lofts:fhg.maeandrius_milesius:6
urn:lofts:fhg.maeandrius_milesius.maeandrii_milesii_fragmenta.milesiaca.e_libro_secundo:7,urn:cite:lofts:fhg.maeandrius_milesius:7
urn:lofts:fhg.maeandrius_milesius.maeandrii_milesii_fragmenta.milesiaca.e_libro_secundo:8,urn:cite:lofts:fhg.maeandrius_milesius:8
urn:lofts:fhg.maeandrius_milesius.maeandrii_milesii_fragmenta.milesiaca.e_libro_secundo:9,urn:cite:lofts:fhg.maeandrius_milesius:9
urn:lofts:fhg.maeandrius_milesius.maeandrii_milesii_fragmenta.milesiaca.e_libro_secundo:10,urn:cite:lofts:fhg.maeandrius_milesius:10
urn:lofts:fhg.maeandrius_milesius.maeandrii_milesii_fragmenta.milesiaca.e_libro_secundo:11,urn:cite:lofts:fhg.maeandrius_milesius:11
urn:lofts:fhg.maeandrius_milesius.maeandrii_milesii_fragmenta.praeceptum:12,urn:cite:lofts:fhg.maeandrius_milesius:12
urn:lofts:fhg.antipater_macedo:,urn:cite:lofts:fhg.antipater_macedo:
urn:lofts:fhg.palaephatus_abydenus.palaephati_abydeni_fragmenta.troica.e_libro_septimo:1,urn:cite:lofts:fhg.palaephatus_abydenus:1
urn:lofts:fhg.palaephatus_abydenus.palaephati_abydeni_fragmenta.troica.e_libro_septimo:2,urn:cite:lofts:fhg.palaephatus_abydenus:2
urn:lofts:fhg.palaephatus_abydenus.palaephati_abydeni_fragmenta.troica.e_libro_nono:3,urn:cite:lofts:fhg.palaephatus_abydenus:3
urn:lofts:fhg.palaephatus_abydenus.palaephati_abydeni_fragmenta.troica.ex_libro_incerto:4,urn:cite:lofts:fhg.palaephatus_abydenus:4
urn:lofts:fhg.menecrates_elaita.menecratis_elaitae_fragmenta.urbium_origines:1,urn:cite:lofts:fhg.menecrates_elaita:1
urn:lofts:fhg.menecrates_elaita.menecratis_elaitae_fragmenta.urbium_origines:2,urn:cite:lofts:fhg.menecrates_elaita:2
urn:lofts:fhg.menecrates_elaita.menecratis_elaitae_fragmenta.hellesponti_circuitio:3,urn:cite:lofts:fhg.menecrates_elaita:3
urn:lofts:fhg.menecrates_xanthius.menecratis_xanthii_fragmenta.de_rebus_lyciae.e_libro_primo:1,urn:cite:lofts:fhg.menecrates_xanthius:1
urn:lofts:fhg.menecrates_xanthius.menecratis_xanthii_fragmenta.de_rebus_lyciae.e_libro_primo:2,urn:cite:lofts:fhg.menecrates_xanthius:2
urn:lofts:fhg.menecrates_xanthius.menecratis_xanthii_fragmenta.e_scriptis_incertis:3,urn:cite:lofts:fhg.menecrates_xanthius:3
urn:lofts:fhg.menecrates_xanthius.menecratis_xanthii_fragmenta.e_scriptis_incertis:4,urn:cite:lofts:fhg.menecrates_xanthius:4
urn:lofts:fhg.menecrates_olynthius.menecratis_olynthii_fragmenta:5,urn:cite:lofts:fhg.menecrates_olynthius:5
urn:lofts:fhg.menecrates_tyrius.menecratis_tyrii_fragmenta:6,urn:cite:lofts:fhg.menecrates_tyrius:6
urn:lofts:fhg.menecrates_tyrius.menecratis_tyrii_fragmenta:7,urn:cite:lofts:fhg.menecrates_tyrius:7
urn:lofts:fhg.menecrates_nysaensis.menecratis_nysaensis_fragmenta.de_nicaea:8,urn:cite:lofts:fhg.menecrates_nysaensis:8
urn:lofts:fhg.andron_ephesius.andronis_ephesii_fragmenta.tripus:1,urn:cite:lofts:fhg.andron_ephesius:1
urn:lofts:fhg.andron_ephesius.andronis_ephesii_fragmenta.tripus:2,urn:cite:lofts:fhg.andron_ephesius:2
urn:lofts:fhg.andron_ephesius.andronis_ephesii_fragmenta.tripus:3,urn:cite:lofts:fhg.andron_ephesius:3
urn:lofts:fhg.andron_ephesius.andronis_ephesii_fragmenta.tripus:4,urn:cite:lofts:fhg.andron_ephesius:4
urn:lofts:fhg.andron_ephesius.andronis_ephesii_fragmenta.tripus:5,urn:cite:lofts:fhg.andron_ephesius:5
urn:lofts:fhg.andron_ephesius.andronis_ephesii_fragmenta.tripus:6,urn:cite:lofts:fhg.andron_ephesius:6
urn:lofts:fhg.andron_ephesius.andronis_ephesii_fragmenta.tripus:7,urn:cite:lofts:fhg.andron_ephesius:7
urn:lofts:fhg.andron_tejus.andronis_tejii_fragmenta.periplus:1,urn:cite:lofts:fhg.andron_tejus:1
urn:lofts:fhg.andron_tejus.andronis_tejii_fragmenta.periplus:2,urn:cite:lofts:fhg.andron_tejus:2
urn:lofts:fhg.andron_tejus.andronis_tejii_fragmenta.periplus:2,urn:cite:lofts:fhg.andron_tejus:2
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.cognationes_historiae:1,urn:cite:lofts:fhg.andron_halicarnassensis:1
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.cognationes_historiae:2,urn:cite:lofts:fhg.andron_halicarnassensis:2
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.cognationes_historiae:2,urn:cite:lofts:fhg.andron_halicarnassensis:2
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.cognationes_historiae:3,urn:cite:lofts:fhg.andron_halicarnassensis:3
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.cognationes_historiae:4,urn:cite:lofts:fhg.andron_halicarnassensis:4
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.cognationes_historiae:5,urn:cite:lofts:fhg.andron_halicarnassensis:5
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.cognationes_historiae:6,urn:cite:lofts:fhg.andron_halicarnassensis:6
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.cognationes_historiae:7,urn:cite:lofts:fhg.andron_halicarnassensis:7
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.cognationes_historiae:8,urn:cite:lofts:fhg.andron_halicarnassensis:8
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.cognationes_historiae:9,urn:cite:lofts:fhg.andron_halicarnassensis:9
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.atthis.e_libro_octavo:10,urn:cite:lofts:fhg.andron_halicarnassensis:10
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.atthis.e_libro_octavo:11,urn:cite:lofts:fhg.andron_halicarnassensis:11
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.atthis.e_libro_octavo:12,urn:cite:lofts:fhg.andron_halicarnassensis:12
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.atthis.e_libro_octavo:13,urn:cite:lofts:fhg.andron_halicarnassensis:13
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.atthis.e_libro_octavo:14,urn:cite:lofts:fhg.andron_halicarnassensis:14
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.epitome_cognationum:15,urn:cite:lofts:fhg.andron_halicarnassensis:15
urn:lofts:fhg.andron_halicarnassensis.andronis_halicarnassensis_fragmenta.de_sacrificiis_ad_philippum.e_libro_quarto:16,urn:cite:lofts:fhg.andron_halicarnassensis:16
urn:lofts:fhg.andron_alexandrinus.andronis_alexandrini_fragmenta.chronica:1,urn:cite:lofts:fhg.andron_alexandrinus:1
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_monumentis:1,urn:cite:lofts:fhg.diodorus_periegeta:1
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_monumentis.e_libro_tertio:2,urn:cite:lofts:fhg.diodorus_periegeta:2
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_monumentis.e_libro_tertio:3,urn:cite:lofts:fhg.diodorus_periegeta:3
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_monumentis.e_libro_tertio:4,urn:cite:lofts:fhg.diodorus_periegeta:4
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_monumentis.e_libro_tertio:5,urn:cite:lofts:fhg.diodorus_periegeta:5
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.1_erechtheis:6,urn:cite:lofts:fhg.diodorus_periegeta:6
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.1_erechtheis:6,urn:cite:lofts:fhg.diodorus_periegeta:6
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.1_erechtheis:6,urn:cite:lofts:fhg.diodorus_periegeta:6
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.2_aegeis:7,urn:cite:lofts:fhg.diodorus_periegeta:7
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.2_aegeis:7,urn:cite:lofts:fhg.diodorus_periegeta:7
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.3_pandionis:8,urn:cite:lofts:fhg.diodorus_periegeta:8
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.3_pandionis:8,urn:cite:lofts:fhg.diodorus_periegeta:8
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.4_leontis:9,urn:cite:lofts:fhg.diodorus_periegeta:9
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.4_leontis:9,urn:cite:lofts:fhg.diodorus_periegeta:9
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.4_leontis:9,urn:cite:lofts:fhg.diodorus_periegeta:9
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.4_leontis:9,urn:cite:lofts:fhg.diodorus_periegeta:9
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.5_acamantis:10,urn:cite:lofts:fhg.diodorus_periegeta:10
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.5_acamantis:10,urn:cite:lofts:fhg.diodorus_periegeta:10
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.5_acamantis:10,urn:cite:lofts:fhg.diodorus_periegeta:10
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.5_acamantis:10,urn:cite:lofts:fhg.diodorus_periegeta:10
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.5_acamantis:10,urn:cite:lofts:fhg.diodorus_periegeta:10
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.5_acamantis:10,urn:cite:lofts:fhg.diodorus_periegeta:10
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.6_oeneis:11,urn:cite:lofts:fhg.diodorus_periegeta:11
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.6_oeneis:11,urn:cite:lofts:fhg.diodorus_periegeta:11
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.7_cecropis:12,urn:cite:lofts:fhg.diodorus_periegeta:12
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.7_cecropis:12,urn:cite:lofts:fhg.diodorus_periegeta:12
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.8_hippothoontis:13,urn:cite:lofts:fhg.diodorus_periegeta:13
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.8_hippothoontis:13,urn:cite:lofts:fhg.diodorus_periegeta:13
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.8_hippothoontis:13,urn:cite:lofts:fhg.diodorus_periegeta:13
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.8_hippothoontis:13,urn:cite:lofts:fhg.diodorus_periegeta:13
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.9_aeantis:14,urn:cite:lofts:fhg.diodorus_periegeta:14
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.9_aeantis:14,urn:cite:lofts:fhg.diodorus_periegeta:14
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.10_antiochis:15,urn:cite:lofts:fhg.diodorus_periegeta:15
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.10_antiochis:15,urn:cite:lofts:fhg.diodorus_periegeta:15
urn:lofts:fhg.diodorus_periegeta.diodori_periegetae_fragmenta.de_pagis_atticis.10_antiochis:15,urn:cite:lofts:fhg.diodorus_periegeta:15
urn:lofts:fhg.diyllus_atheniensis.diylli_atheniensis_fragmenta.historiarum:1,urn:cite:lofts:fhg.diyllus_atheniensis:1
urn:lofts:fhg.diyllus_atheniensis.diylli_atheniensis_fragmenta.historiarum.pars_tertia:2,urn:cite:lofts:fhg.diyllus_atheniensis:2
urn:lofts:fhg.diyllus_atheniensis.diylli_atheniensis_fragmenta.historiarum.pars_tertia.e_libro_nono:3,urn:cite:lofts:fhg.diyllus_atheniensis:3
urn:lofts:fhg.diyllus_atheniensis.diylli_atheniensis_fragmenta.dubia:4,urn:cite:lofts:fhg.diyllus_atheniensis:4
urn:lofts:fhg.diyllus_atheniensis.diylli_atheniensis_fragmenta.dubia:5,urn:cite:lofts:fhg.diyllus_atheniensis:5
urn:lofts:fhg.demetrius_phalereus.demetrii_phalerei_fragmenta.archontum_recensus:1,urn:cite:lofts:fhg.demetrius_phalereus:1
urn:lofts:fhg.demetrius_phalereus.demetrii_phalerei_fragmenta.archontum_recensus:2,urn:cite:lofts:fhg.demetrius_phalereus:2
urn:lofts:fhg.demetrius_phalereus.demetrii_phalerei_fragmenta.archontum_recensus:3,urn:cite:lofts:fhg.demetrius_phalereus:3
