DFHG urns, CITE urns
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.vitae.vita_socratis:27,urn:cite:lofts:fhg.aristoxenus_tarentinus:27
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.vitae.vita_socratis:28,urn:cite:lofts:fhg.aristoxenus_tarentinus:28
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.vitae.vita_socratis:28,urn:cite:lofts:fhg.aristoxenus_tarentinus:28
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.vitae.vita_socratis:29,urn:cite:lofts:fhg.aristoxenus_tarentinus:29
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.vitae.vita_socratis:30,urn:cite:lofts:fhg.aristoxenus_tarentinus:30
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.vitae.vita_socratis:31,urn:cite:lofts:fhg.aristoxenus_tarentinus:31
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.vitae.vita_socratis:31.a,urn:cite:lofts:fhg.aristoxenus_tarentinus:31.a
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.vitae.vita_platonis:32,urn:cite:lofts:fhg.aristoxenus_tarentinus:32
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.vitae.vita_platonis:33,urn:cite:lofts:fhg.aristoxenus_tarentinus:33
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.vitae.vita_platonis:34,urn:cite:lofts:fhg.aristoxenus_tarentinus:34
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.vitae.vita_platonis:35,urn:cite:lofts:fhg.aristoxenus_tarentinus:35
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.vitae.vita_platonis:35,urn:cite:lofts:fhg.aristoxenus_tarentinus:35
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.vitae.vita_telestae:36,urn:cite:lofts:fhg.aristoxenus_tarentinus:36
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.vitae.vita_telestae:37,urn:cite:lofts:fhg.aristoxenus_tarentinus:37
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.vitae.vita_telestae:38,urn:cite:lofts:fhg.aristoxenus_tarentinus:38
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.vitae.vita_telestae:39,urn:cite:lofts:fhg.aristoxenus_tarentinus:39
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_poetis_tragicis:40,urn:cite:lofts:fhg.aristoxenus_tarentinus:40
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_poetis_tragicis:41,urn:cite:lofts:fhg.aristoxenus_tarentinus:41
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_poetis_tragicis:41,urn:cite:lofts:fhg.aristoxenus_tarentinus:41
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_poetis_tragicis:42,urn:cite:lofts:fhg.aristoxenus_tarentinus:42
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_poetis_tragicis:43,urn:cite:lofts:fhg.aristoxenus_tarentinus:43
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_saltatione_tragica.e_libro_primo:44,urn:cite:lofts:fhg.aristoxenus_tarentinus:44
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_saltatione_tragica.e_libro_primo:44,urn:cite:lofts:fhg.aristoxenus_tarentinus:44
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_saltatione_tragica.e_libro_primo:44,urn:cite:lofts:fhg.aristoxenus_tarentinus:44
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_saltatione_tragica.e_libro_primo:45,urn:cite:lofts:fhg.aristoxenus_tarentinus:45
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_saltatione_tragica.e_libro_primo:46,urn:cite:lofts:fhg.aristoxenus_tarentinus:46
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_saltatione_tragica.e_libro_primo:47,urn:cite:lofts:fhg.aristoxenus_tarentinus:47
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_saltatione_tragica.e_libro_primo:48,urn:cite:lofts:fhg.aristoxenus_tarentinus:48
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_saltatione_tragica.e_libro_primo:49,urn:cite:lofts:fhg.aristoxenus_tarentinus:49
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.comparationes.liber_i:50,urn:cite:lofts:fhg.aristoxenus_tarentinus:50
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.praxidamantia:51,urn:cite:lofts:fhg.aristoxenus_tarentinus:51
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.praxidamantia:51,urn:cite:lofts:fhg.aristoxenus_tarentinus:51
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.praxidamantia:52,urn:cite:lofts:fhg.aristoxenus_tarentinus:52
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.praxidamantia:53,urn:cite:lofts:fhg.aristoxenus_tarentinus:53
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.praxidamantia:54,urn:cite:lofts:fhg.aristoxenus_tarentinus:54
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.praxidamantia:55,urn:cite:lofts:fhg.aristoxenus_tarentinus:55
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.praxidamantia:56,urn:cite:lofts:fhg.aristoxenus_tarentinus:56
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.praxidamantia:57,urn:cite:lofts:fhg.aristoxenus_tarentinus:57
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.praxidamantia:58,urn:cite:lofts:fhg.aristoxenus_tarentinus:58
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.praxidamantia:59,urn:cite:lofts:fhg.aristoxenus_tarentinus:59
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_tibicinibus:60,urn:cite:lofts:fhg.aristoxenus_tarentinus:60
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_tibicinibus:60,urn:cite:lofts:fhg.aristoxenus_tarentinus:60
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_tibiis_et_instrumentis_musiciis:61,urn:cite:lofts:fhg.aristoxenus_tarentinus:61
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_tibiis_et_instrumentis_musiciis:62,urn:cite:lofts:fhg.aristoxenus_tarentinus:62
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_tibiis_et_instrumentis_musiciis:63,urn:cite:lofts:fhg.aristoxenus_tarentinus:63
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_tibiis_et_instrumentis_musiciis:64,urn:cite:lofts:fhg.aristoxenus_tarentinus:64
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_tibiis_et_instrumentis_musiciis:65,urn:cite:lofts:fhg.aristoxenus_tarentinus:65
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_tibiis_et_instrumentis_musiciis:66,urn:cite:lofts:fhg.aristoxenus_tarentinus:66
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_tibiarum_perforatione.liber_i:67,urn:cite:lofts:fhg.aristoxenus_tarentinus:67
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_musica.liber_i:68,urn:cite:lofts:fhg.aristoxenus_tarentinus:68
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_musica.liber_i:69,urn:cite:lofts:fhg.aristoxenus_tarentinus:69
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_musica.liber_i:70,urn:cite:lofts:fhg.aristoxenus_tarentinus:70
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_musica.liber_ii:71,urn:cite:lofts:fhg.aristoxenus_tarentinus:71
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_musica.liber_iv:72,urn:cite:lofts:fhg.aristoxenus_tarentinus:72
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_musica.liber_iv:73,urn:cite:lofts:fhg.aristoxenus_tarentinus:73
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_musica.liber_iv:74,urn:cite:lofts:fhg.aristoxenus_tarentinus:74
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_musica.liber_iv:74,urn:cite:lofts:fhg.aristoxenus_tarentinus:74
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_musica.liber_iv:75,urn:cite:lofts:fhg.aristoxenus_tarentinus:75
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_musica.liber_iv:76,urn:cite:lofts:fhg.aristoxenus_tarentinus:76
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_musica_auscultatione:77,urn:cite:lofts:fhg.aristoxenus_tarentinus:77
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.leges_ad_institutionem_spectantes.liber_ι:78,urn:cite:lofts:fhg.aristoxenus_tarentinus:78
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.leges_ad_institutionem_spectantes.liber_ι:78,urn:cite:lofts:fhg.aristoxenus_tarentinus:78
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.leges_ad_institutionem_spectantes.liber_ι:78,urn:cite:lofts:fhg.aristoxenus_tarentinus:78
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.leges_ad_institutionem_spectantes.liber_x:79,urn:cite:lofts:fhg.aristoxenus_tarentinus:79
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.leges_ad_rempubl_spectantes.liber_viii:80,urn:cite:lofts:fhg.aristoxenus_tarentinus:80
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_arithemtica:81,urn:cite:lofts:fhg.aristoxenus_tarentinus:81
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_arithemtica:82,urn:cite:lofts:fhg.aristoxenus_tarentinus:82
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_arithemtica:82,urn:cite:lofts:fhg.aristoxenus_tarentinus:82
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_arithemtica:82,urn:cite:lofts:fhg.aristoxenus_tarentinus:82
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_arithemtica:82,urn:cite:lofts:fhg.aristoxenus_tarentinus:82
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.de_arithemtica:82,urn:cite:lofts:fhg.aristoxenus_tarentinus:82
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.commentarii_historici:83,urn:cite:lofts:fhg.aristoxenus_tarentinus:83
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.commentarii_historici:84,urn:cite:lofts:fhg.aristoxenus_tarentinus:84
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.compendiarii:85,urn:cite:lofts:fhg.aristoxenus_tarentinus:85
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.commentarii_miscellanei:86,urn:cite:lofts:fhg.aristoxenus_tarentinus:86
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.commentarii_miscellanei:87,urn:cite:lofts:fhg.aristoxenus_tarentinus:87
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.commentarii_miscellanei:88,urn:cite:lofts:fhg.aristoxenus_tarentinus:88
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.varia_historia:89,urn:cite:lofts:fhg.aristoxenus_tarentinus:89
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.miscellanea_convivalia:90,urn:cite:lofts:fhg.aristoxenus_tarentinus:90
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.miscellanea_convivalia:91,urn:cite:lofts:fhg.aristoxenus_tarentinus:91
urn:lofts:fhg.aristoxenus_tarentinus.aristoxeni_tarentini_fragmenta.epimetheia:92,urn:cite:lofts:fhg.aristoxenus_tarentinus:92
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_prytanibus_eresiorum.e_libro_secundo:1,urn:cite:lofts:fhg.phanias_eresius:1
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_prytanibus_eresiorum.e_libro_secundo:1.a,urn:cite:lofts:fhg.phanias_eresius:1.a
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_prytanibus_eresiorum.e_libro_secundo:2,urn:cite:lofts:fhg.phanias_eresius:2
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_prytanibus_eresiorum.e_libro_secundo:3,urn:cite:lofts:fhg.phanias_eresius:3
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_prytanibus_eresiorum.e_libro_secundo:4,urn:cite:lofts:fhg.phanias_eresius:4
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_prytanibus_eresiorum.e_libro_secundo:5,urn:cite:lofts:fhg.phanias_eresius:5
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_prytanibus_eresiorum.e_libro_secundo:6,urn:cite:lofts:fhg.phanias_eresius:6
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_prytanibus_eresiorum.e_libro_secundo:7,urn:cite:lofts:fhg.phanias_eresius:7
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_prytanibus_eresiorum.e_libro_secundo:8,urn:cite:lofts:fhg.phanias_eresius:8
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_prytanibus_eresiorum.e_libro_secundo:9,urn:cite:lofts:fhg.phanias_eresius:9
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_prytanibus_eresiorum.e_libro_secundo:10,urn:cite:lofts:fhg.phanias_eresius:10
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_prytanibus_eresiorum.e_libro_secundo:11,urn:cite:lofts:fhg.phanias_eresius:11
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_siciliae_tyrannis:12,urn:cite:lofts:fhg.phanias_eresius:12
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_siciliae_tyrannis:13,urn:cite:lofts:fhg.phanias_eresius:13
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.tyrannorum_caedes_ex_vindicta:14,urn:cite:lofts:fhg.phanias_eresius:14
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.tyrannorum_caedes_ex_vindicta:15,urn:cite:lofts:fhg.phanias_eresius:15
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.tyrannorum_caedes_ex_vindicta:16,urn:cite:lofts:fhg.phanias_eresius:16
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_poetis.e_libro_secundo:17,urn:cite:lofts:fhg.phanias_eresius:17
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_poetis.e_libro_secundo:18,urn:cite:lofts:fhg.phanias_eresius:18
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.contra_sophistas:19,urn:cite:lofts:fhg.phanias_eresius:19
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_philosophis.de_socraticis:20,urn:cite:lofts:fhg.phanias_eresius:20
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_philosophis.de_socraticis:21,urn:cite:lofts:fhg.phanias_eresius:21
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_philosophis.de_socraticis:22,urn:cite:lofts:fhg.phanias_eresius:22
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_philosophis.de_socraticis:23,urn:cite:lofts:fhg.phanias_eresius:23
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_diodoro:24,urn:cite:lofts:fhg.phanias_eresius:24
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libro_primo:25,urn:cite:lofts:fhg.phanias_eresius:25
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libro_quinto:26,urn:cite:lofts:fhg.phanias_eresius:26
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libro_quinto:27,urn:cite:lofts:fhg.phanias_eresius:27
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libro_septimo:28,urn:cite:lofts:fhg.phanias_eresius:28
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libris_incertis:29,urn:cite:lofts:fhg.phanias_eresius:29
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libris_incertis:29,urn:cite:lofts:fhg.phanias_eresius:29
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libris_incertis:30,urn:cite:lofts:fhg.phanias_eresius:30
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libris_incertis:31,urn:cite:lofts:fhg.phanias_eresius:31
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libris_incertis:32,urn:cite:lofts:fhg.phanias_eresius:32
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libris_incertis:33,urn:cite:lofts:fhg.phanias_eresius:33
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libris_incertis:34,urn:cite:lofts:fhg.phanias_eresius:34
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libris_incertis:35,urn:cite:lofts:fhg.phanias_eresius:35
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libris_incertis:36,urn:cite:lofts:fhg.phanias_eresius:36
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libris_incertis:37,urn:cite:lofts:fhg.phanias_eresius:37
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libris_incertis:38,urn:cite:lofts:fhg.phanias_eresius:38
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libris_incertis:39,urn:cite:lofts:fhg.phanias_eresius:39
urn:lofts:fhg.phanias_eresius.phaniae_eresii_fragmenta.de_arboribus.e_libris_incertis:40,urn:cite:lofts:fhg.phanias_eresius:40
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_primo:1,urn:cite:lofts:fhg.clearchus_solensis:1
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_secundo:2,urn:cite:lofts:fhg.clearchus_solensis:2
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_secundo:3,urn:cite:lofts:fhg.clearchus_solensis:3
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_tertio:4,urn:cite:lofts:fhg.clearchus_solensis:4
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_tertio:4,urn:cite:lofts:fhg.clearchus_solensis:4
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_quarto:5,urn:cite:lofts:fhg.clearchus_solensis:5
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_quarto:5,urn:cite:lofts:fhg.clearchus_solensis:5
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_quarto:5,urn:cite:lofts:fhg.clearchus_solensis:5
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_quarto:6,urn:cite:lofts:fhg.clearchus_solensis:6
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_quarto:7,urn:cite:lofts:fhg.clearchus_solensis:7
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_quarto:8,urn:cite:lofts:fhg.clearchus_solensis:8
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_quarto:9,urn:cite:lofts:fhg.clearchus_solensis:9
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_quarto:10,urn:cite:lofts:fhg.clearchus_solensis:10
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_quinto:11,urn:cite:lofts:fhg.clearchus_solensis:11
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_quinto:12,urn:cite:lofts:fhg.clearchus_solensis:12
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_quinto:13,urn:cite:lofts:fhg.clearchus_solensis:13
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_quinto:14,urn:cite:lofts:fhg.clearchus_solensis:14
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libro_octavo:15,urn:cite:lofts:fhg.clearchus_solensis:15
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libris_incertis:16,urn:cite:lofts:fhg.clearchus_solensis:16
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libris_incertis:16,urn:cite:lofts:fhg.clearchus_solensis:16
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libris_incertis:16,urn:cite:lofts:fhg.clearchus_solensis:16
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libris_incertis:16,urn:cite:lofts:fhg.clearchus_solensis:16
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libris_incertis:16,urn:cite:lofts:fhg.clearchus_solensis:16
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libris_incertis:17,urn:cite:lofts:fhg.clearchus_solensis:17
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libris_incertis:18,urn:cite:lofts:fhg.clearchus_solensis:18
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libris_incertis:19,urn:cite:lofts:fhg.clearchus_solensis:19
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libris_incertis:20,urn:cite:lofts:fhg.clearchus_solensis:20
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libris_incertis:21,urn:cite:lofts:fhg.clearchus_solensis:21
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libris_incertis:22,urn:cite:lofts:fhg.clearchus_solensis:22
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libris_incertis:23,urn:cite:lofts:fhg.clearchus_solensis:23
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.vitae.e_libris_incertis:24,urn:cite:lofts:fhg.clearchus_solensis:24
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.gergithius:25,urn:cite:lofts:fhg.clearchus_solensis:25
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.gergithius:26,urn:cite:lofts:fhg.clearchus_solensis:26
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_institutione.e_libro_secundo:27,urn:cite:lofts:fhg.clearchus_solensis:27
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_institutione.e_libro_secundo:28,urn:cite:lofts:fhg.clearchus_solensis:28
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_institutione.e_libro_secundo:29,urn:cite:lofts:fhg.clearchus_solensis:29
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_amicitia.e_libro_primo:30,urn:cite:lofts:fhg.clearchus_solensis:30
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.de_amicitia.e_libro_secundo:31,urn:cite:lofts:fhg.clearchus_solensis:31
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.erotica.e_libro_primo:32,urn:cite:lofts:fhg.clearchus_solensis:32
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.erotica.e_libro_primo:33,urn:cite:lofts:fhg.clearchus_solensis:33
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.erotica.e_libro_primo:34,urn:cite:lofts:fhg.clearchus_solensis:34
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.erotica.e_libro_primo:35,urn:cite:lofts:fhg.clearchus_solensis:35
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.erotica.e_libro_primo:36,urn:cite:lofts:fhg.clearchus_solensis:36
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.erotica.e_libro_primo:36,urn:cite:lofts:fhg.clearchus_solensis:36
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.erotica.e_libro_primo:36,urn:cite:lofts:fhg.clearchus_solensis:36
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.erotica.e_libro_primo:36,urn:cite:lofts:fhg.clearchus_solensis:36
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.erotica.e_libro_primo:37,urn:cite:lofts:fhg.clearchus_solensis:37
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.erotica.e_libro_primo:38,urn:cite:lofts:fhg.clearchus_solensis:38
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.erotica.e_libro_primo:39,urn:cite:lofts:fhg.clearchus_solensis:39
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.erotica.e_libro_secundo:40,urn:cite:lofts:fhg.clearchus_solensis:40
urn:lofts:fhg.clearchus_solensis.clearchi_solensis_fragmenta.erotica.e_libris_incertis:41,urn:cite:lofts:fhg.clearchus_solensis:41
